history_sequence,user_prompt,user_intent,candidate_endpoint,candidate_http_method,candidate_has_path_parameters,candidate_has_query_parameters,candidate_requires_request_body,candidate_path_depth,candidate_summary,next_call_user_made,llm_reason_for_candidate,is_actual_next_call
"POST /products/{id}/reviews","Submit a new review for this product.","User has viewed a product and wants to write a review for it.","/products/{id}/reviews","POST",TRUE,FALSE,TRUE,3,"Submits a new review for a product.",/products/{id}/reviews,"Directly matches 'submit a new review'.",1
"POST /products/{id}/reviews","Submit a new review for this product.","User has viewed a product and wants to write a review for it.","/products/{id}","GET",TRUE,FALSE,FALSE,2,"Retrieves details of a product.",/products/{id}/reviews,"User wants to review, not view product details.",0
"POST /products/{id}/reviews","Submit a new review for this product.","User has viewed a product and wants to write a review for it.","/users/{id}/reviews","POST",TRUE,FALSE,TRUE,3,"Submits a review by a specific user.",/products/{id}/reviews,"Review by user vs. review for product.",0
"POST /products/{id}/reviews","Submit a new review for this product.","User has viewed a product and wants to write a review for it.","/feedback","POST",FALSE,FALSE,TRUE,1,"Submits general feedback.",/products/{id}/reviews,"Too general.",0
"GET /billing/refunds","Process a refund for an invoice.","User wants to issue a refund associated with a specific invoice.","/invoices/{id}/refunds","POST",TRUE,FALSE,TRUE,3,"Initiates a refund for an invoice.",/invoices/{id}/refunds,"Directly matches 'process a refund for an invoice'.",1
"GET /billing/refunds","Process a refund for an invoice.","User wants to issue a refund associated with a specific invoice.","/billing/refunds","POST",FALSE,FALSE,TRUE,2,"Processes a general refund.",/invoices/{id}/refunds,"Too general, user specified 'invoice'.",0
"GET /billing/refunds","Process a refund for an invoice.","User wants to issue a refund associated with a specific invoice.","/payments/{id}/refund","POST",TRUE,FALSE,TRUE,3,"Initiates a refund for a specific payment.",/invoices/{id}/refunds,"About payments, not invoices.",0
"GET /billing/refunds","Process a refund for an invoice.","User wants to issue a refund associated with a specific invoice.","/invoices/{id}/pay","POST",TRUE,FALSE,FALSE,3,"Processes payment for an invoice.",/invoices/{id}/refunds,"Opposite action.",0
"POST /user_settings/notifications","Enable email notifications.","User wants to activate email alerts within their settings.","/user_settings/notifications/email","PUT",FALSE,FALSE,TRUE,3,"Updates email notification settings for a user.",/user_settings/notifications/email,"Directly matches 'enable email notifications'.",1
"POST /user_settings/notifications","Enable email notifications.","User wants to activate email alerts within their settings.","/user_settings/notifications/push","PUT",FALSE,FALSE,TRUE,3,"Updates push notification settings for a user.",/user_settings/notifications/email,"Specific to push, not email.",0
"POST /user_settings/notifications","Enable email notifications.","User wants to activate email alerts within their settings.","/notifications/settings","PUT",FALSE,FALSE,TRUE,2,"Updates general notification settings.",/user_settings/notifications/email,"Too general.",0
"POST /user_settings/notifications","Enable email notifications.","User wants to activate email alerts within their settings.","/emails","POST",FALSE,FALSE,TRUE,1,"Creates a new email.",/user_settings/notifications/email,"Irrelevant.",0
"GET /analytics/reports/{id}/export","Export this report to CSV.","User is viewing an analytics report and wants to download it in CSV format.","/analytics/reports/{id}/export","GET",TRUE,FALSE,FALSE,4,"Exports an analytics report to a specified format.",/analytics/reports/{id}/export,"Directly matches 'export this report to CSV'.",1
"GET /analytics/reports/{id}/export","Export this report to CSV.","User is viewing an analytics report and wants to download it in CSV format.","/analytics/reports/{id}","GET",TRUE,FALSE,FALSE,3,"Retrieves a specific analytics report.",/analytics/reports/{id}/export,"User wants to *export*, not just retrieve.",0
"GET /analytics/reports/{id}/export","Export this report to CSV.","User is viewing an analytics report and wants to download it in CSV format.","/reports/exports","GET",FALSE,TRUE,FALSE,2,"Lists all generated reports.",/analytics/reports/{id}/export,"Too general.",0
"GET /analytics/reports/{id}/export","Export this report to CSV.","User is viewing an analytics report and wants to download it in CSV format.","/files","POST",FALSE,FALSE,TRUE,1,"Uploads a new file.",/analytics/reports/{id}/export,"Irrelevant.",0
"POST /teams/{id}/members/{member_id}/promote","Promote this team member to admin.","User wants to elevate the role of an existing team member to an administrator.","/teams/{id}/members/{member_id}/promote","POST",TRUE,FALSE,FALSE,5,"Promotes a team member to an admin role.",/teams/{id}/members/{member_id}/promote,"Directly matches 'promote this team member to admin'.",1
"POST /teams/{id}/members/{member_id}/promote","Promote this team member to admin.","User wants to elevate the role of an existing team member to an administrator.","/teams/{id}/members/{member_id}/demote","POST",TRUE,FALSE,FALSE,5,"Demotes a team member from an admin role.",/teams/{id}/members/{member_id}/promote,"Opposite action.",0
"POST /teams/{id}/members/{member_id}/promote","Promote this team member to admin.","User wants to elevate the role of an existing team member to an administrator.","/teams/{id}/members/{member_id}","PUT",TRUE,FALSE,TRUE,4,"Updates a team member's general details.",/teams/{id}/members/{member_id}/promote,"General update vs. specific promotion.",0
"POST /teams/{id}/members/{member_id}/promote","Promote this team member to admin.","User wants to elevate the role of an existing team member to an administrator.","/roles","GET",FALSE,TRUE,FALSE,1,"Lists available roles.",/teams/{id}/members/{member_id}/promote,"Irrelevant.",0
"GET /products/{id}/inventory/adjust","Adjust inventory for this product.","User wants to modify the stock level of a particular product.","/products/{id}/inventory","PUT",TRUE,FALSE,TRUE,3,"Updates inventory details for a specific product.",/products/{id}/inventory,"Directly matches 'adjust inventory for this product'.",1
"GET /products/{id}/inventory/adjust","Adjust inventory for this product.","User wants to modify the stock level of a particular product.","/products/{id}/status","PUT",TRUE,FALSE,TRUE,3,"Updates the status of a product.",/products/{id}/inventory,"Status vs. inventory adjustment.",0
"GET /products/{id}/inventory/adjust","Adjust inventory for this product.","User wants to modify the stock level of a particular product.","/products/{id}/variants","GET",TRUE,TRUE,FALSE,3,"Lists product variants.",/products/{id}/inventory,"Irrelevant.",0
"GET /products/{id}/inventory/adjust","Adjust inventory for this product.","User wants to modify the stock level of a particular product.","/orders","POST",FALSE,FALSE,TRUE,1,"Creates a new order.",/products/{id}/inventory,"Irrelevant.",0
"POST /security/api_keys","Rotate this API key.","User wants to replace an existing API key with a new one for security reasons.","/security/api_keys/{id}/rotate","POST",TRUE,FALSE,FALSE,4,"Rotates a specific API key.",/security/api_keys/{id}/rotate,"Directly matches 'rotate this API key'.",1
"POST /security/api_keys","Rotate this API key.","User wants to replace an existing API key with a new one for security reasons.","/security/api_keys/{id}/revoke","POST",TRUE,FALSE,FALSE,4,"Revokes a specific API key.",/security/api_keys/{id}/rotate,"Revoke is different from rotate.",0
"POST /security/api_keys","Rotate this API key.","User wants to replace an existing API key with a new one for security reasons.","/security/api_keys","POST",FALSE,FALSE,TRUE,2,"Generates a new API key.",/security/api_keys/{id}/rotate,"Generating new is different from rotating existing.",0
"POST /security/api_keys","Rotate this API key.","User wants to replace an existing API key with a new one for security reasons.","/audit_logs","GET",FALSE,TRUE,FALSE,1,"Retrieves audit logs.",/security/api_keys/{id}/rotate,"Irrelevant.",0
"GET /users/{id}/mfa","Configure multi-factor authentication for this user.","User is viewing a user's MFA settings and wants to enable or adjust them.","/users/{id}/mfa","PUT",TRUE,FALSE,TRUE,3,"Updates multi-factor authentication settings for a user.",/users/{id}/mfa,"Directly matches 'configure multi-factor authentication'.",1
"GET /users/{id}/mfa","Configure multi-factor authentication for this user.","User is viewing a user's MFA settings and wants to enable or adjust them.","/users/{id}/2fa","POST",TRUE,FALSE,FALSE,3,"Enables two-factor authentication for a user.",/users/{id}/mfa,"Specific 2FA enable, MFA is broader.",0
"GET /users/{id}/mfa","Configure multi-factor authentication for this user.","User is viewing a user's MFA settings and wants to enable or adjust them.","/security_settings","PUT",FALSE,FALSE,TRUE,1,"Updates general security settings.",/users/{id}/mfa,"Too general.",0
"GET /users/{id}/mfa","Configure multi-factor authentication for this user.","User is viewing a user's MFA settings and wants to enable or adjust them.","/tokens","POST",FALSE,FALSE,TRUE,1,"Generates an access token.",/users/{id}/mfa,"Irrelevant.",0
"POST /notifications/webhook_subscriptions","Create a new webhook subscription for notifications.","User wants to set up a new webhook to receive specific notifications.","/notifications/webhook_subscriptions","POST",FALSE,FALSE,TRUE,2,"Creates a new webhook subscription for notifications.",/notifications/webhook_subscriptions,"Directly matches 'create a new webhook subscription'.",1
"POST /notifications/webhook_subscriptions","Create a new webhook subscription for notifications.","User wants to set up a new webhook to receive specific notifications.","/webhooks","POST",FALSE,FALSE,TRUE,1,"Creates a new general webhook subscription.",/notifications/webhook_subscriptions,"Too general, user specified 'notifications'.",0
"POST /notifications/webhook_subscriptions","Create a new webhook subscription for notifications.","User wants to set up a new webhook to receive specific notifications.","/notifications/settings","PUT",FALSE,FALSE,TRUE,2,"Updates general notification settings.",/notifications/webhook_subscriptions,"Settings are different from subscriptions.",0
"POST /notifications/webhook_subscriptions","Create a new webhook subscription for notifications.","User wants to set up a new webhook to receive specific notifications.","/events/types","GET",FALSE,TRUE,FALSE,2,"Lists available event types.",/notifications/webhook_subscriptions,"Might be a preliminary step, but user wants to *create* subscription.",0
"GET /customer_support/metrics","View support ticket resolution rate.","User wants to see the efficiency of customer support by reviewing resolution rate metrics.","/customer_support/metrics/resolution_rate","GET",FALSE,TRUE,FALSE,3,"Retrieves support ticket resolution rate metrics.",/customer_support/metrics/resolution_rate,"Directly matches 'support ticket resolution rate'.",1
